ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-001559,2025-01-08 01:50:31,web_form,Enterprise,English,API,Follow-up on my previous issue,The  issue  seems  technical  because  the  same  step  keeps  timing  out.  I  would  appreciate  a  quick  response.,Technical Support,Unknown,High,Open,Follow-up on my previous issue The issue seems technical because the same step keeps timing out. I would appreciate a quick response.,133,22
TKT-002028,2025-01-08 02:20:38,phone,Basic,Spanish,Premium Device,Issue not resolved,"Hi team, I am trying to return this purchase. This happened shortly after I updated my details. Please advise.",Refunds & Returns,Unknown,Medium,Resolved,"Issue not resolved Hi team, I am trying to return this purchase. This happened shortly after I updated my details. Please advise.",129,22
TKT-000213,2025-01-08 05:34:38,chat,Basic,English,Mobile App,URGENT - Please review this request,THIS WAS WORKING BEFORE BUT NOW IT KEEPS FAILING. IT INVOLVES MOBILE APP ON MY SIDE. THIS STARTED AFTER MY LAST PURCHASE. THIS IS BECOMING URGENT.,Technical Support,Unknown,High,Open,URGENT - Please review this request THIS WAS WORKING BEFORE BUT NOW IT KEEPS FAILING. IT INVOLVES MOBILE APP ON MY SIDE. THIS STARTED AFTER MY LAST PURCHASE. THIS IS BECOMING URGENT.,182,32
TKT-001857,2025-01-08 07:11:39,web_form,Pro,Spanish,Starter Kit,Need an update on this issue,"Can someone help with this? I think the wrong item was sent. In addition, this is more of a general product question. Any help would be appreciated.",Orders & Delivery,Product Inquiry,Medium,Open,"Need an update on this issue Can someone help with this? I think the wrong item was sent. In addition, this is more of a general product question. Any help would be appreciated.",177,33
TKT-001890,2025-01-08 09:27:58,email,Basic,English,Premium Device,Need help with Premium Device,"GOOD MORNING, I AM TRYING TO RETURN THIS PURCHASE. IT INVOLVES PREMIUM DEVICE ON MY SIDE. I NOTICED THIS AFTER TRYING TO MAKE A PAYMENT. I WAS HOPING THIS WOULD BE FIXED BY NOW. PLEASE LOOK INTO THIS.",Refunds & Returns,Unknown,High,Pending,"Need help with Premium Device GOOD MORNING, I AM TRYING TO RETURN THIS PURCHASE. IT INVOLVES PREMIUM DEVICE ON MY SIDE. I NOTICED THIS AFTER TRYING TO MAKE A PAYMENT. I WAS HOPING THIS WOULD BE FIXED BY NOW. PLEASE LOOK INTO THIS.",230,43
TKT-001144,2025-01-08 10:04:12,email,Enterprise,French,Invoice Portal,Can  someone  help,This has become a problem for me. I am not sure why this payment failed. This started after my last purchase. This is quite frustrating. This is becoming urgent.,Billing,Unknown,Low,Open,Can someone help This has become a problem for me. I am not sure why this payment failed. This started after my last purchase. This is quite frustrating. This is becoming urgent.,178,32
TKT-002085,2025-01-08 11:58:21,email,Enterprise,English,Premium Device,Issue not resolved,"Hi,  There  seems  to  be  a  delay  with  the  shipment.  It  involves  premium  device  on  my  side.  In  addition,  there  seems  to  be  a  problem  with  the  payment  on  my  account.  Any  help  would  be  appreciated.",Orders & Delivery,Billing,Medium,Open,"Issue not resolved Hi, There seems to be a delay with the shipment. It involves premium device on my side. In addition, there seems to be a problem with the payment on my account. Any help would be appreciated.",210,39
TKT-000790,2025-01-08 12:47:44,chat,Free,English,Invoice Portal,Need  an  update  on  this  issue,I noticed an unexpected charge and need clarification. I have already tried a few times with no success. Thanks.,Billing,Unknown,Medium,Resolved,Need an update on this issue I noticed an unexpected charge and need clarification. I have already tried a few times with no success. Thanks.,141,25
TKT-001662,2025-01-08 18:18:49,email,Basic,English,Customer Portal,Problem with Customer Portal please,"Authentication is not going through on my side. In addition, the export fails halfway through and I do not know why. I only need a clear update on what is happening.",Account Access,Technical Support,High,Pending,"Problem with Customer Portal please Authentication is not going through on my side. In addition, the export fails halfway through and I do not know why. I only need a clear update on what is happening.",201,36
TKT-001812,2025-01-08 21:22:40,web_form,Free,English,Starter Kit,PROBEM WITH STARTER KIT,,Refunds & Returns,Orders & Delivery,Medium,Open,PROBEM WITH STARTER KIT,23,4
TKT-002408,2025-01-08 22:44:21,web_form,Pro,English,Replacement Unit,Please check this,This has become a problem for me. I need more information before making a decision. I am using the service on mobile. I have already tried a few times with no success. This is becoming urgent.,Product Inquiry,Unknown,Low,Resolved,Please check this This has become a problem for me. I need more information before making a decision. I am using the service on mobile. I have already tried a few times with no success. This is becoming urgent.,210,39
TKT-000396,2025-01-08 23:25:27,email,Basic,English,Premium Device,Issue with tracking,"Good morning, There seems to be a delay with the shipment. It involves premium device on my side. This started after my last purchase. Please let me know what I should do next.",Orders & Delivery,Unknown,Medium,Pending,"Issue with tracking Good morning, There seems to be a delay with the shipment. It involves premium device on my side. This started after my last purchase. Please let me know what I should do next.",196,36
TKT-000286,2025-01-09 02:07:13,chat,Pro,English,Customer Portal,Question about my account,This  has  become  a  problem  for  me.  The  renewal  amount  looks  different  from  what  I  expected.  It  involves  customer  portal  on  my  side.  Please  advise.,Billing,Unknown,High,Open,Question about my account This has become a problem for me. The renewal amount looks different from what I expected. It involves customer portal on my side. Please advise.,171,29
TKT-000222,2025-01-09 03:40:33,email,Basic,English,Mobile App,URGENT - Can someone help,"Hello, I cannot complete the workflow because something keeps breaking. At the same time, i cannot sign in to my account at the moment. This seems linked to my recent order. This is affecting my work today. This is becoming urgent.",Technical Support,Account Access,High,Resolved,"URGENT - Can someone help Hello, I cannot complete the workflow because something keeps breaking. At the same time, i cannot sign in to my account at the moment. This seems linked to my recent order. This is affecting my work today. This is becoming urgent.",257,46
TKT-002043,2025-01-09 04:11:43,email,Enterprise,English,Subscription Plan,Follow-up on my previous issue,I need help with something. I am not sure why this payment failed. It involves subscription plan on my side. This is affecting my work today. Any help would be appreciated.,Billing,Unknown,Medium,Resolved,Follow-up on my previous issue I need help with something. I am not sure why this payment failed. It involves subscription plan on my side. This is affecting my work today. Any help would be appreciated.,203,36
TKT-002264,2025-01-09 06:02:54,chat,Pro,English,Mobile App,Need  support  urgently,"Hi team, This was working before but now it keeps failing. Also, i still cannot access the portal after trying several times. Please advise.",Technical Support,Account Access,Medium,Open,"Need support urgently Hi team, This was working before but now it keeps failing. Also, i still cannot access the portal after trying several times. Please advise.",162,27
TKT-001119,2025-01-09 08:17:23,chat,Free,English,Premium Device,Question  about  Premium  Device,"Hi team, I am comparing plans and need clarification. I was hoping this would be fixed by now.",Product Inquiry,Unknown,Low,Pending,"Question about Premium Device Hi team, I am comparing plans and need clarification. I was hoping this would be fixed by now.",124,22
