ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-002425,2025-11-30 18:09:55,chat,,English,Subscription Plan,Need an update on this issue,"Hi, The issue seems technical because the same step keeps timing out. In addition, the amount shown on the invoice looks wrong. This happened shortly after I updated my details. I have already tried a few times with no success. I would appreciate a quick response.",Technical Support,Billing,Medium,Open
TKT-001692,2025-05-09 09:22:51,web_form,,English,Customer Portal,Need help with my account,"Hi team, There seems to be a problem with the payment on my account. I have already tried a few times with no success. Any help would be appreciated.",Billing,None,Medium,Open
TKT-000756,2025-11-09 11:49:19,web_form,Pro,English,Mobile App,Need an update still,"Hi team, The passwrod reset process is not working. It involves mobile app on my side. I am using the service on mobile. I was hoping this would be fixed by now.",Account Access,None,High,Resolved
TKT-002716,2025-02-23 09:51:51,web_form,Basic,English,Premium Device,Need help with Premium Device,"I need help with something. The invoice does not look right to me. At the same time, i need to return the item because it is not as expected. I do not know if this should go to billing or support.",Billing,Refunds & Returns,High,Resolved
TKT-002173,2025-12-23 07:16:12,-,Free,English,Premium Device,PLEASE CHECK THIS,I need help with something. I would like a refnd for this order. It involves premium device on my side. I am using the web version. I have already tried a few times with no success. This is becoming urgent.,Refunds & Returns,None,Low,Open
TKT-001622,2025-03-23 11:07:11,web_form,Enterprise,French,Starter Kit,Issue with money back please,I want to know the status of the return request. This may also be related becuase i think the wrong item was sent. please look into this.,Refunds & Returns,Orders & Delivery,Medium,Open
TKT-003217,2025-10-16 00:31:01,email,Pro,English,Premium Device,Question about Premium Device still,I want to know the status of the return request. It involves premium device on my side.,Refunds & Returns,None,Medium,Open
TKT-002658,2025-07-19 15:16:33,web_form,Basic,English,Starter Kit,Need an update,"Hi, I need more information before making a decision. Please advise.",Product Inquiry,None,Medium,Open
TKT-000788,2025-05-25 15:36:27,phone,Basic,English,Premium Device,Need an update,"Hi, The product arrived damaged and I need help with next steps. It involves premium device on my side. This may also be related because this was working before but now it keeps failing. I am using the service on mobile. This is becoming urgent.",Refunds & Returns,Technical Support,Medium,Open
TKT-002393,2025-10-22 14:19:37,web_form,Basic,English,Mobile App,Need an update on this issue,The page is not loading properly and I cannot complete the task. It involves mobile app on my side. This may also be related because i am comparing plans and need clarification. I do not know if this should go to billing or support. Any help would be appreciated.,Technical Support,Product Inquiry,Medium,Open
TKT-001118,2025-09-16 03:53:23,web_form,Basic,English,Replacement Unit,Problem with Replacement Unit,"I need help with something. I cannot tell where the order currently is. At the same time, i would like a refnd for this order. I only need a clear update on what is happening. Please let me know what I should do next.",Orders & Delivery,Refunds & Returns,High,Open
TKT-003597,2025-10-10 17:53:01,email,Pro,English,Subscription Plan,Issue not resolved,"This  has  become  a  problem  for  me.  The  invoice  does  not  look  right  to  me.  In  addition,  i  would  like  a  refund  for  this  order.  I  do  not  know  if  this  should  go  to  billing  or  support.  I  have  already  tried  a  few  times  with  no  success.",Billing,Refunds & Returns,Low,Resolved
TKT-000018,2025-10-04 10:51:07,web_form,Basic,English,Premium Device,return request on my account,I need to return the item because it is not as expected. It involves premium device on my side. Please advise.,Refunds & Returns,None,High,Open
TKT-002527,2025-09-07 01:41:41,phone,Free,French,Subscription Plan,Question about Subscription Plan,"I am not sure why this payment failed. It involves subscription plan on my side. Also, the package is missing and I need an update.",Billing,Orders & Delivery,Medium,Open
TKT-DUP-00175,2025-03-03 22:01:16,email,Enterprise,French,Replacement Unit,URGENT - Support  request,"Hi team, I think the wrong item was sent. This may also be related because the item is damaged so I may need a replacement or refund. I do not know if this should go to billing or support.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-002250,2025-10-13 20:17:15,web_form,,English,Mobile App,Need an update,I need help with something. Authentication is not going through on my side. It involves mobile app on my side. Any help would be appreciated.,Account Access,None,Medium,Open
TKT-000496,2025-06-19 22:07:14,web_form,Pro,English,API,Follow-up on my previous issue,This has become a problem for me. The issue seems technical because the same step keeps timing out. I have already tried a few times with no success. Thanks.,Technical Support,None,High,Pending
TKT-002016,2025-05-16 18:33:36,email,Enterprise,Spanish,Invoice Portal,Question about my account,"Hello, I want to understand the pricing options better. Also, i am not sure why this payment failed. I would appreciate a quick response.",Product Inquiry,Billing,Low,Pending
TKT-001162,2025-08-05 04:25:37,phone,Basic,Spanish,Admin Console,Question  about  my  acount,,Account Access,Technical Support,High,Open
TKT-001214,2025-04-20 15:34:56,email,Pro,English,Admin Console,probem with service still,I need help with something. The login step keeps failing even though my details should be correct. It involves admin console on my side. I am using the service on mobile. I would appreciate a quick response.,Account Access,None,Medium,Resolved
TKT-002427,2025-09-28 16:01:24,web_form,Free,French,Customer Portal,Question about Customer Portal,"I am not sure why this payment failed. At the same time, i need to return the item because it is not as expected. Please look into this.",Billing,Refunds & Returns,Medium,Pending
TKT-003351,2025-10-22 23:30:58,email,Pro,English,Replacement Unit,Help needed,I  need  my  money  back  if  this  cannot  be  resolved.  This  started  after  my  last  purchase.,Refunds & Returns,None,Medium,Open
TKT-003476,2025-03-19 22:30:42,web_form,Pro,English,Starter Kit,Need suport urgently,I need help with something. I am comparing plans and need clarification. It involves starter kit on my side. This happened shortly after I updated my details. This is quite frustrating. I would appreciate a quick response.,Product Inquiry,None,Medium,Resolved
TKT-001553,2025-03-24 20:27:27,chat,Enterprise,English,Invoice Portal,Problem with Invoice Portal,I NEED HELP WITH SOMETHING. I AM COMPARING PLANS AND NEED CLARIFICATION. THIS MAY ALSO BE RELATED BECAUSE THERE SEEMS TO BE A PROBLEM WITH THE PAYMENT ON MY ACCOUNT. I WOULD APPRECIATE A QUICK RESPONSE.,Product Inquiry,Billing,Low,Pending
TKT-002273,2025-01-30 22:33:12,email,Free,English,Premium Device,Can someone help,Can someone help with this? The package is missing and I need an update.,Orders & Delivery,None,Medium,Pending
TKT-003289,2025-05-29 03:22:13,,Pro,English,Mobile App,Need an update on this issue,I need help with something. The export fails halfway through and I do not know why. I do not know if this should go to biling or support. Any help would be appreciated.,Technical Support,None,Medium,Pending
TKT-DUP-00116,2025-02-07 19:08:16,chat,Free,English,Invoice Portal,Please  review  this  request,"The renewal amount looks different from what I expected. At the same time, this is more of a general product question. This seems linked to my recent order. This is affecting my work today. Please advise.",Billing,Product Inquiry,Medium,Pending
TKT-003309,2025-10-26 09:25:57,chat,Enterprise,English,Premium Device,Need an update,My order has still not arrived. It involves premium device on my side.,Orders & Delivery,None,Medium,Open
TKT-003454,2025-07-12 11:04:08,chat,Pro,English,Analytics Dashboard,Problem with recent activity,"Hi team, The app crashes when I try to use this feature. In addition, the login step keeps failing even though my details should be correct. This seems linked to my recent order.",Technical Support,Account Access,Medium,Resolved
TKT-000966,2025-12-30 21:11:33,email,Basic,English,Replacement Unit,Support request,"Good morning, Could you explain the difference between the available options? It involves replacement unit on my side. I only need a clear update on what is happening. Please advise.",Product Inquiry,None,Medium,Open
TKT-000810,2025-12-28 13:44:39,email,Basic,French,Data Export,Need an update,"Hello, The system keeps showing an error when I try to continue. It involves data export on my side. This is affecting my work today.",Technical Support,None,Medium,Open
TKT-000110,2025-08-05 03:52:30,phone,Pro,English,Replacement Unit,Question about Replacement Unit,"Hi, I need my money back if this cannot be resolved. It involves replacement unit on my side. Please let me know what I should do next.",Refunds & Returns,None,High,Open
TKT-003115,2025-05-01 07:40:30,email,Basic,English,Data Export,Need  support  urgently,"Hi,  I  am  seeing  unexpected  behaviour  in  the  product.  It  involves  data  export  on  my  side.  I  noticed  this  after  trying  to  make  a  payment.  I  have  already  tried  a  few  times  with  no  success.",Technical Support,None,Low,Resolved
TKT-003429,2025-05-31 12:23:08,phone,Pro,English,Data Export,Question about Data Export,I cannot complete the workflow because something keeps breaking. It involves data export on my side. I only need a clear update on what is happening. This has been going on since yesterday. Please look into this.,Technical Support,None,Medium,Resolved
TKT-000747,2025-06-15 14:11:54,email,Enterprise,English,Web App,Issue with recent order again,"Hello,  Can  you  explain  how  this  feature  works?  This  is  becoming  urgent.",Product Inquiry,None,High,Open
TKT-000052,2025-10-10 11:52:44,email,Basic,English,Replacement Unit,Question about my account,"I need help with something. My order has still not arrived. In addition, i noticed an unexpected charge and need clarification. This is quite frustrating.",Orders & Delivery,Billing,High,Pending
TKT-002982,2025-12-30 02:06:38,chat,Pro,French,Invoice Portal,Question  about  Invoice  Portal,I  need  someone  to  review  the  billing  on  this  account.  This  may  also  be  related  because  i  want  to  know  the  status  of  the  return  request.  This  happened  shortly  after  I  updated  my  details.  Please  let  me  know  what  I  should  do  next.,Billing,Refunds & Returns,High,Resolved
TKT-001534,2025-02-03 18:05:19,chat,Enterprise,English,Replacement Unit,Need help with my account,"Hi team, I would like a refund for this order. This started after my last purchase. Please look into this.",Refunds & Returns,None,Medium,Resolved
